,chr,start,end,SW579_THYROID,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
2866,14,60951976,60952946,0.239,58.0,29.0,59.0,66.0,23.0,36.0,40.0,56.0,55.0,30.0,71.0,90.0,76.0,60.0,77.0,143.0,17.0,10.0,3.0,8.0,6.0,12.0,19.0,32.0,5.0,9.0,25.0,33.0,32.0,16.0,34.0,48.0
2867,14,60973772,60974123,-1.0,21.0,10.0,17.0,8.0,7.0,20.0,16.0,33.0,15.0,14.0,36.0,35.0,13.0,32.0,32.0,41.0,5.0,2.0,3.0,11.0,0.0,8.0,6.0,8.0,3.0,3.0,21.0,16.0,6.0,5.0,15.0,16.0
2868,14,61103978,61104663,0.532,14.0,12.0,52.0,24.0,10.0,14.0,45.0,29.0,40.0,16.0,91.0,94.0,38.0,56.0,54.0,95.0,1.0,3.0,16.0,8.0,10.0,2.0,20.0,3.0,14.0,3.0,21.0,23.0,16.0,12.0,71.0,42.0
2869,14,61108954,61109786,0.933,28.0,17.0,74.0,30.0,13.0,23.0,48.0,51.0,57.0,27.0,87.0,104.0,51.0,68.0,67.0,86.0,8.0,4.0,16.0,19.0,8.0,3.0,15.0,7.0,25.0,8.0,28.0,46.0,22.0,22.0,51.0,22.0
2870,14,61123613,61124613,0.037,54.0,19.0,68.0,29.0,11.0,48.0,49.0,60.0,59.0,38.0,127.0,126.0,46.0,63.0,107.0,95.0,28.0,2.0,6.0,5.0,2.0,3.0,17.0,20.0,19.0,4.0,26.0,38.0,9.0,24.0,80.0,30.0
2871,14,61447663,61448141,0.042,18.0,15.0,35.0,18.0,9.0,10.0,29.0,39.0,33.0,26.0,48.0,49.0,26.0,36.0,45.0,41.0,5.0,2.0,5.0,7.0,1.0,0.0,2.0,19.0,9.0,9.0,14.0,29.0,10.0,29.0,30.0,13.0
2872,14,62228974,62229268,0.019,7.0,5.0,20.0,17.0,8.0,12.0,16.0,13.0,18.0,15.0,37.0,38.0,16.0,17.0,36.0,18.0,1.0,0.0,7.0,3.0,1.0,1.0,3.0,3.0,2.0,9.0,6.0,4.0,3.0,9.0,27.0,9.0
2873,14,62279037,62279339,0.097,18.0,6.0,32.0,7.0,6.0,7.0,15.0,11.0,32.0,12.0,59.0,32.0,7.0,14.0,30.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2874,14,62331009,62331641,0.936,15.0,23.0,34.0,29.0,21.0,25.0,64.0,25.0,31.0,37.0,59.0,79.0,34.0,50.0,50.0,55.0,5.0,8.0,9.0,9.0,4.0,14.0,23.0,2.0,19.0,29.0,10.0,19.0,15.0,25.0,39.0,26.0
2875,14,62583679,62584279,0.053,22.0,4.0,48.0,32.0,11.0,12.0,33.0,32.0,37.0,20.0,41.0,77.0,36.0,52.0,54.0,88.0,6.0,1.0,14.0,3.0,1.0,4.0,13.0,4.0,19.0,9.0,10.0,26.0,9.0,19.0,70.0,39.0
2876,14,63512022,63512996,0.041,19.0,13.0,65.0,34.0,6.0,13.0,59.0,57.0,58.0,32.0,115.0,137.0,48.0,77.0,104.0,136.0,3.0,2.0,18.0,9.0,1.0,3.0,15.0,19.0,17.0,11.0,52.0,38.0,24.0,58.0,42.0,60.0
2877,14,64009645,64010525,0.029,28.0,23.0,65.0,31.0,10.0,29.0,42.0,56.0,68.0,31.0,125.0,96.0,41.0,54.0,89.0,91.0,5.0,7.0,14.0,6.0,2.0,4.0,5.0,15.0,42.0,10.0,49.0,36.0,19.0,22.0,38.0,25.0
2878,14,64108343,64108952,0.029,35.0,20.0,41.0,38.0,23.0,27.0,31.0,32.0,40.0,28.0,43.0,60.0,36.0,38.0,57.0,59.0,11.0,2.0,9.0,12.0,10.0,9.0,13.0,10.0,12.0,7.0,4.0,22.0,27.0,10.0,37.0,17.0
2879,14,64194241,64195049,0.035,11.0,8.0,44.0,24.0,7.0,18.0,35.0,47.0,28.0,29.0,91.0,133.0,41.0,52.0,112.0,127.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,13.0,19.0,1.0,7.0,49.0,30.0
2880,14,64319622,64320526,0.02,23.0,8.0,63.0,21.0,2.0,24.0,38.0,31.0,65.0,29.0,185.0,132.0,25.0,34.0,126.0,97.0,6.0,1.0,5.0,3.0,0.0,2.0,2.0,4.0,23.0,3.0,36.0,21.0,5.0,0.0,47.0,33.0
2881,14,64760859,64761241,0.453,20.0,3.0,37.0,15.0,7.0,13.0,17.0,23.0,26.0,15.0,28.0,44.0,22.0,29.0,32.0,50.0,13.0,1.0,7.0,5.0,6.0,4.0,1.0,6.0,6.0,7.0,12.0,10.0,5.0,17.0,20.0,15.0
2882,14,64805109,64805785,0.029,17.0,11.0,40.0,27.0,10.0,32.0,24.0,57.0,26.0,32.0,46.0,72.0,42.0,48.0,67.0,124.0,7.0,6.0,4.0,1.0,4.0,17.0,7.0,27.0,11.0,8.0,8.0,23.0,24.0,15.0,26.0,28.0
2883,14,64854203,64855024,0.033,37.0,22.0,50.0,46.0,14.0,33.0,38.0,60.0,53.0,28.0,69.0,75.0,51.0,62.0,69.0,113.0,6.0,7.0,16.0,15.0,2.0,13.0,8.0,19.0,9.0,20.0,23.0,31.0,14.0,34.0,33.0,52.0
2884,14,64931879,64932542,0.032,13.0,12.0,33.0,17.0,9.0,14.0,40.0,38.0,30.0,29.0,95.0,90.0,23.0,46.0,77.0,96.0,2.0,2.0,2.0,12.0,5.0,2.0,10.0,4.0,5.0,8.0,11.0,18.0,5.0,8.0,37.0,17.0
2885,14,65016516,65016909,0.162,11.0,8.0,23.0,12.0,11.0,14.0,22.0,13.0,18.0,16.0,51.0,56.0,14.0,22.0,46.0,55.0,5.0,2.0,5.0,0.0,3.0,2.0,3.0,2.0,9.0,10.0,7.0,22.0,20.0,1.0,28.0,31.0
2886,14,65209843,65210089,0.925,4.0,3.0,21.0,10.0,2.0,1.0,12.0,11.0,15.0,8.0,32.0,32.0,17.0,14.0,23.0,40.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,10.0,6.0,9.0,2.0,32.0,12.0
2887,14,65215813,65216211,0.956,6.0,7.0,26.0,13.0,1.0,16.0,22.0,26.0,26.0,10.0,62.0,54.0,19.0,32.0,43.0,34.0,1.0,0.0,18.0,1.0,0.0,9.0,7.0,2.0,5.0,1.0,9.0,34.0,9.0,8.0,40.0,14.0
2888,14,65239322,65239666,0.762,9.0,12.0,21.0,9.0,3.0,6.0,24.0,33.0,16.0,26.0,28.0,37.0,23.0,22.0,35.0,39.0,5.0,3.0,1.0,2.0,1.0,1.0,7.0,22.0,2.0,6.0,7.0,17.0,11.0,7.0,30.0,42.0
2889,14,65381075,65381382,0.064,7.0,9.0,19.0,14.0,7.0,12.0,20.0,21.0,24.0,22.0,34.0,25.0,11.0,17.0,33.0,31.0,0.0,3.0,7.0,2.0,3.0,1.0,6.0,7.0,7.0,3.0,6.0,13.0,4.0,6.0,27.0,7.0
2890,14,65438412,65439363,0.136,20.0,16.0,51.0,37.0,7.0,27.0,39.0,45.0,53.0,21.0,147.0,128.0,44.0,54.0,113.0,148.0,2.0,5.0,6.0,6.0,1.0,7.0,2.0,6.0,4.0,7.0,19.0,15.0,6.0,25.0,28.0,53.0
2891,14,65746329,65746972,0.978,23.0,20.0,42.0,49.0,10.0,14.0,35.0,39.0,37.0,21.0,53.0,64.0,64.0,43.0,46.0,82.0,4.0,1.0,4.0,11.0,6.0,3.0,7.0,12.0,7.0,11.0,16.0,23.0,23.0,20.0,31.0,27.0
2892,14,67707753,67708647,0.021,21.0,13.0,61.0,24.0,11.0,23.0,43.0,51.0,54.0,33.0,150.0,127.0,33.0,59.0,111.0,79.0,7.0,2.0,5.0,7.0,3.0,8.0,23.0,14.0,21.0,8.0,60.0,28.0,9.0,23.0,66.0,44.0
2893,14,67878534,67879167,0.187,14.0,13.0,38.0,29.0,6.0,18.0,27.0,45.0,26.0,28.0,58.0,77.0,48.0,37.0,67.0,101.0,3.0,4.0,9.0,5.0,0.0,9.0,7.0,30.0,10.0,12.0,24.0,30.0,19.0,16.0,58.0,39.0
2894,14,67940174,67940670,0.858,16.0,16.0,47.0,24.0,9.0,6.0,34.0,21.0,38.0,28.0,63.0,54.0,40.0,20.0,40.0,39.0,0.0,21.0,8.0,12.0,2.0,0.0,5.0,9.0,11.0,4.0,26.0,15.0,11.0,10.0,17.0,28.0
2895,14,67981514,67982380,0.059,21.0,12.0,37.0,26.0,12.0,7.0,38.0,55.0,21.0,25.0,105.0,137.0,42.0,68.0,109.0,150.0,4.0,4.0,7.0,9.0,8.0,3.0,4.0,12.0,2.0,15.0,8.0,38.0,10.0,23.0,34.0,52.0
2896,14,67999568,68000440,0.035,10.0,8.0,68.0,21.0,5.0,14.0,49.0,39.0,62.0,26.0,134.0,129.0,30.0,59.0,101.0,116.0,5.0,2.0,9.0,4.0,0.0,2.0,11.0,7.0,12.0,12.0,16.0,26.0,5.0,17.0,52.0,36.0
2897,14,68038798,68039013,0.822,5.0,3.0,11.0,17.0,3.0,1.0,15.0,16.0,15.0,9.0,27.0,17.0,13.0,22.0,16.0,24.0,0.0,0.0,0.0,3.0,1.0,9.0,6.0,3.0,4.0,1.0,6.0,14.0,5.0,10.0,3.0,9.0
2898,14,68066584,68067134,0.025,21.0,10.0,42.0,23.0,9.0,12.0,24.0,34.0,35.0,22.0,43.0,69.0,31.0,35.0,61.0,78.0,8.0,9.0,15.0,10.0,3.0,12.0,6.0,8.0,13.0,9.0,8.0,26.0,13.0,10.0,28.0,26.0
2899,14,68086277,68086957,0.052,21.0,17.0,49.0,26.0,9.0,15.0,46.0,37.0,47.0,35.0,106.0,74.0,36.0,40.0,62.0,59.0,4.0,8.0,10.0,16.0,4.0,7.0,22.0,16.0,18.0,7.0,35.0,27.0,14.0,20.0,29.0,24.0
2900,14,68140972,68141882,0.031,21.0,16.0,63.0,28.0,10.0,33.0,44.0,55.0,60.0,39.0,116.0,117.0,37.0,54.0,110.0,106.0,14.0,3.0,28.0,8.0,1.0,12.0,20.0,24.0,26.0,7.0,40.0,47.0,14.0,27.0,63.0,59.0
2901,14,69095051,69095407,0.857,15.0,9.0,15.0,14.0,5.0,14.0,24.0,18.0,11.0,12.0,47.0,50.0,22.0,26.0,35.0,38.0,5.0,4.0,4.0,0.0,4.0,1.0,12.0,5.0,1.0,6.0,10.0,28.0,4.0,5.0,38.0,14.0
2902,14,69256676,69257036,0.05,10.0,3.0,27.0,11.0,5.0,13.0,26.0,21.0,18.0,25.0,52.0,43.0,18.0,24.0,34.0,29.0,3.0,1.0,6.0,5.0,2.0,8.0,2.0,8.0,6.0,10.0,15.0,23.0,15.0,6.0,21.0,9.0
2903,14,69283046,69283605,0.02,14.0,5.0,29.0,24.0,1.0,8.0,21.0,35.0,28.0,12.0,74.0,85.0,29.0,40.0,76.0,77.0,6.0,1.0,8.0,7.0,0.0,5.0,3.0,14.0,9.0,13.0,18.0,31.0,18.0,11.0,30.0,32.0
2904,14,69341427,69341820,0.985,14.0,9.0,40.0,16.0,8.0,2.0,20.0,16.0,27.0,23.0,60.0,49.0,30.0,12.0,40.0,26.0,5.0,3.0,11.0,8.0,6.0,0.0,6.0,5.0,17.0,7.0,12.0,18.0,16.0,6.0,30.0,5.0
2905,14,69618336,69619091,0.049,27.0,8.0,55.0,36.0,13.0,21.0,19.0,39.0,39.0,17.0,87.0,89.0,47.0,46.0,72.0,139.0,14.0,0.0,11.0,7.0,19.0,5.0,3.0,9.0,11.0,7.0,20.0,29.0,32.0,18.0,27.0,58.0
2906,14,69658127,69658773,0.021,17.0,8.0,42.0,29.0,14.0,24.0,39.0,38.0,29.0,40.0,73.0,68.0,36.0,43.0,57.0,88.0,6.0,1.0,14.0,11.0,11.0,5.0,7.0,4.0,17.0,18.0,12.0,25.0,11.0,12.0,30.0,33.0
2907,14,69864713,69865073,0.062,17.0,6.0,26.0,21.0,9.0,5.0,11.0,21.0,24.0,12.0,50.0,44.0,20.0,23.0,44.0,26.0,3.0,1.0,2.0,5.0,1.0,2.0,4.0,5.0,7.0,7.0,15.0,10.0,2.0,12.0,20.0,5.0
2908,14,70041213,70041662,-1.0,17.0,8.0,19.0,24.0,11.0,22.0,26.0,33.0,15.0,23.0,39.0,48.0,25.0,39.0,42.0,57.0,2.0,0.0,0.0,7.0,0.0,9.0,2.0,7.0,2.0,2.0,7.0,11.0,4.0,18.0,9.0,9.0
2909,14,70078317,70079077,0.022,12.0,9.0,47.0,22.0,7.0,16.0,40.0,35.0,37.0,26.0,97.0,126.0,34.0,47.0,103.0,101.0,3.0,0.0,1.0,2.0,2.0,2.0,8.0,8.0,9.0,16.0,14.0,18.0,4.0,15.0,23.0,31.0
2910,14,70193467,70193955,0.023,20.0,10.0,38.0,17.0,4.0,15.0,24.0,30.0,29.0,17.0,60.0,60.0,32.0,31.0,45.0,55.0,13.0,0.0,6.0,1.0,0.0,8.0,5.0,6.0,13.0,23.0,10.0,14.0,25.0,3.0,32.0,20.0
2911,14,70345943,70346527,0.117,10.0,7.0,29.0,21.0,5.0,15.0,38.0,30.0,20.0,17.0,51.0,92.0,32.0,49.0,63.0,104.0,3.0,0.0,7.0,6.0,0.0,3.0,14.0,4.0,4.0,3.0,21.0,36.0,14.0,17.0,49.0,42.0
2912,14,70655095,70656077,0.04,32.0,21.0,72.0,30.0,7.0,22.0,36.0,61.0,63.0,30.0,134.0,131.0,53.0,53.0,117.0,119.0,9.0,4.0,7.0,4.0,5.0,1.0,6.0,21.0,17.0,5.0,37.0,36.0,27.0,14.0,69.0,28.0
2913,14,70700814,70701050,0.492,3.0,2.0,17.0,7.0,2.0,4.0,11.0,9.0,17.0,10.0,50.0,33.0,7.0,10.0,33.0,20.0,4.0,0.0,4.0,0.0,0.0,4.0,5.0,1.0,3.0,6.0,11.0,11.0,2.0,4.0,10.0,10.0
2914,14,71288403,71288957,0.039,12.0,9.0,36.0,23.0,9.0,18.0,18.0,38.0,25.0,17.0,79.0,67.0,34.0,39.0,56.0,73.0,13.0,0.0,4.0,9.0,9.0,2.0,2.0,24.0,8.0,2.0,19.0,14.0,15.0,15.0,24.0,32.0
2915,14,72398664,72399554,0.094,22.0,9.0,61.0,33.0,6.0,30.0,34.0,52.0,56.0,28.0,107.0,128.0,41.0,55.0,118.0,109.0,1.0,0.0,2.0,1.0,0.0,5.0,7.0,5.0,13.0,7.0,17.0,46.0,12.0,16.0,60.0,21.0
2916,14,73392696,73393616,0.014,31.0,14.0,66.0,53.0,15.0,22.0,48.0,54.0,60.0,29.0,105.0,104.0,58.0,74.0,80.0,106.0,16.0,1.0,19.0,13.0,3.0,20.0,20.0,21.0,11.0,7.0,11.0,56.0,30.0,42.0,32.0,45.0
2917,14,73493461,73493970,0.062,12.0,15.0,37.0,17.0,6.0,11.0,20.0,40.0,30.0,14.0,49.0,55.0,33.0,37.0,43.0,89.0,7.0,4.0,8.0,2.0,1.0,5.0,3.0,10.0,2.0,5.0,11.0,33.0,24.0,20.0,20.0,31.0
2918,14,73524989,73525752,0.024,34.0,20.0,55.0,28.0,24.0,38.0,44.0,56.0,44.0,50.0,82.0,70.0,35.0,54.0,66.0,62.0,6.0,3.0,11.0,6.0,7.0,6.0,20.0,20.0,11.0,21.0,12.0,11.0,8.0,16.0,46.0,23.0
2919,14,73602898,73603747,0.055,39.0,16.0,57.0,29.0,10.0,31.0,49.0,48.0,56.0,42.0,135.0,89.0,36.0,49.0,82.0,80.0,16.0,3.0,23.0,16.0,5.0,17.0,11.0,20.0,14.0,12.0,53.0,41.0,17.0,23.0,42.0,48.0
2920,14,73706299,73706677,0.056,7.0,4.0,22.0,14.0,2.0,2.0,27.0,21.0,19.0,17.0,54.0,52.0,19.0,29.0,40.0,48.0,1.0,0.0,2.0,2.0,0.0,1.0,6.0,14.0,5.0,6.0,10.0,9.0,13.0,39.0,21.0,32.0
2921,14,73712288,73712911,-1.0,5.0,9.0,36.0,24.0,5.0,15.0,31.0,44.0,33.0,21.0,107.0,70.0,31.0,50.0,58.0,83.0,0.0,1.0,8.0,9.0,0.0,5.0,5.0,17.0,4.0,1.0,20.0,13.0,7.0,23.0,44.0,31.0
2922,14,73924588,73924980,0.042,5.0,3.0,18.0,25.0,9.0,17.0,15.0,36.0,15.0,15.0,31.0,31.0,22.0,42.0,29.0,78.0,1.0,1.0,2.0,9.0,3.0,1.0,3.0,7.0,2.0,4.0,4.0,8.0,2.0,18.0,11.0,20.0
2923,14,74004122,74004683,0.014,8.0,7.0,20.0,22.0,4.0,20.0,51.0,22.0,31.0,25.0,56.0,89.0,14.0,45.0,75.0,71.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,1.0,8.0,4.0,4.0,13.0,3.0,8.0,20.0,15.0
2924,14,74036127,74036662,0.038,8.0,6.0,21.0,24.0,4.0,23.0,45.0,21.0,32.0,22.0,54.0,85.0,15.0,42.0,74.0,58.0,0.0,1.0,2.0,8.0,4.0,9.0,13.0,4.0,10.0,10.0,16.0,35.0,4.0,20.0,33.0,26.0
2925,14,74058400,74059116,0.101,12.0,8.0,39.0,36.0,5.0,31.0,47.0,32.0,47.0,23.0,83.0,102.0,31.0,53.0,87.0,79.0,7.0,4.0,15.0,13.0,0.0,7.0,14.0,14.0,24.0,4.0,19.0,32.0,13.0,24.0,55.0,58.0
2926,14,74079183,74079657,0.0,9.0,5.0,28.0,22.0,3.0,9.0,37.0,15.0,32.0,14.0,46.0,82.0,20.0,36.0,64.0,51.0,1.0,1.0,3.0,4.0,2.0,4.0,16.0,1.0,7.0,4.0,15.0,33.0,11.0,28.0,52.0,18.0
2927,14,74100343,74101230,0.039,29.0,18.0,53.0,41.0,14.0,27.0,48.0,57.0,45.0,33.0,102.0,99.0,53.0,68.0,77.0,122.0,5.0,29.0,9.0,15.0,5.0,10.0,17.0,22.0,9.0,10.0,35.0,31.0,28.0,26.0,37.0,76.0
2928,14,74111560,74111766,0.005,7.0,3.0,18.0,14.0,4.0,3.0,8.0,4.0,18.0,6.0,21.0,26.0,13.0,7.0,25.0,28.0,2.0,2.0,2.0,6.0,0.0,0.0,4.0,5.0,6.0,3.0,14.0,8.0,3.0,1.0,12.0,8.0
2929,14,74180518,74181264,0.037,15.0,4.0,60.0,17.0,4.0,10.0,35.0,40.0,49.0,38.0,120.0,118.0,28.0,37.0,111.0,59.0,7.0,1.0,16.0,2.0,1.0,1.0,2.0,12.0,18.0,10.0,26.0,40.0,18.0,9.0,76.0,10.0
2930,14,74185482,74185994,1.0,12.0,4.0,29.0,24.0,5.0,16.0,24.0,32.0,14.0,12.0,51.0,73.0,38.0,45.0,47.0,85.0,2.0,1.0,6.0,3.0,0.0,4.0,10.0,5.0,6.0,4.0,7.0,14.0,8.0,4.0,18.0,23.0
2931,14,74253387,74254188,0.018,16.0,6.0,49.0,24.0,6.0,14.0,38.0,30.0,35.0,20.0,94.0,135.0,38.0,48.0,104.0,143.0,4.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,1.0,1.0,5.0,7.0,2.0,8.0,20.0,17.0
2932,14,74318412,74318785,0.024,15.0,6.0,24.0,16.0,8.0,16.0,16.0,26.0,21.0,16.0,47.0,38.0,17.0,28.0,36.0,42.0,8.0,0.0,2.0,3.0,6.0,1.0,4.0,13.0,9.0,1.0,25.0,11.0,18.0,10.0,14.0,18.0
2933,14,74353202,74353831,0.033,17.0,7.0,40.0,26.0,10.0,26.0,45.0,32.0,45.0,34.0,89.0,64.0,18.0,46.0,59.0,70.0,2.0,2.0,8.0,18.0,2.0,14.0,14.0,11.0,14.0,9.0,20.0,26.0,7.0,17.0,36.0,31.0
2934,14,74416857,74417358,0.03,11.0,14.0,30.0,21.0,10.0,23.0,38.0,28.0,31.0,29.0,56.0,54.0,24.0,33.0,47.0,51.0,4.0,1.0,3.0,5.0,6.0,9.0,11.0,13.0,10.0,16.0,8.0,17.0,20.0,19.0,27.0,16.0
2935,14,74684441,74684676,0.0,3.0,2.0,13.0,9.0,3.0,7.0,7.0,21.0,10.0,5.0,21.0,33.0,11.0,24.0,29.0,36.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,4.0,1.0,0.0,10.0,4.0,5.0,8.0,13.0,13.0
2936,14,74769366,74769815,-1.0,13.0,3.0,41.0,27.0,11.0,8.0,13.0,21.0,43.0,11.0,63.0,46.0,17.0,31.0,47.0,53.0,3.0,0.0,6.0,10.0,1.0,0.0,1.0,6.0,15.0,6.0,14.0,17.0,7.0,10.0,19.0,10.0
2937,14,74823935,74824137,0.7,6.0,8.0,6.0,13.0,4.0,6.0,12.0,21.0,6.0,9.0,7.0,19.0,17.0,20.0,17.0,30.0,1.0,4.0,5.0,2.0,1.0,4.0,1.0,11.0,6.0,6.0,3.0,28.0,9.0,24.0,12.0,17.0
2938,14,74892466,74893184,0.025,9.0,3.0,45.0,16.0,4.0,11.0,18.0,52.0,33.0,18.0,73.0,108.0,27.0,53.0,97.0,150.0,0.0,0.0,2.0,1.0,0.0,5.0,17.0,13.0,2.0,1.0,8.0,14.0,6.0,12.0,26.0,28.0
2939,14,75052567,75052820,0.953,9.0,3.0,15.0,11.0,0.0,4.0,22.0,16.0,12.0,13.0,33.0,34.0,17.0,22.0,23.0,18.0,5.0,0.0,4.0,3.0,0.0,4.0,5.0,4.0,4.0,3.0,9.0,22.0,6.0,3.0,25.0,2.0
2940,14,75179629,75179875,0.077,9.0,6.0,17.0,13.0,6.0,15.0,13.0,14.0,16.0,13.0,26.0,19.0,14.0,14.0,19.0,31.0,2.0,2.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,7.0,2.0,10.0,19.0,5.0,14.0,22.0
2941,14,75229927,75230531,0.046,10.0,11.0,33.0,26.0,13.0,21.0,26.0,40.0,25.0,26.0,50.0,83.0,32.0,42.0,76.0,89.0,0.0,7.0,5.0,3.0,2.0,6.0,9.0,8.0,6.0,8.0,11.0,31.0,11.0,18.0,25.0,24.0
2942,14,75348485,75349061,0.027,5.0,7.0,28.0,18.0,8.0,17.0,32.0,35.0,27.0,30.0,82.0,75.0,18.0,38.0,73.0,82.0,3.0,6.0,5.0,4.0,5.0,5.0,8.0,23.0,7.0,7.0,19.0,27.0,2.0,21.0,49.0,35.0
2943,14,75389712,75390133,-1.0,15.0,6.0,27.0,19.0,6.0,7.0,21.0,14.0,19.0,13.0,65.0,59.0,27.0,22.0,44.0,56.0,5.0,1.0,10.0,5.0,0.0,2.0,0.0,1.0,5.0,6.0,19.0,11.0,3.0,12.0,18.0,23.0
2944,14,75422068,75422507,0.064,3.0,3.0,38.0,9.0,3.0,10.0,16.0,26.0,25.0,23.0,64.0,59.0,22.0,19.0,54.0,64.0,1.0,0.0,4.0,2.0,4.0,5.0,1.0,4.0,7.0,4.0,9.0,13.0,3.0,5.0,20.0,18.0
2945,14,75447511,75447779,0.6,11.0,7.0,11.0,16.0,5.0,5.0,18.0,16.0,11.0,8.0,29.0,32.0,18.0,24.0,23.0,33.0,3.0,9.0,1.0,4.0,0.0,1.0,5.0,3.0,11.0,5.0,4.0,15.0,9.0,11.0,13.0,8.0
2946,14,75469315,75469882,0.016,25.0,13.0,45.0,26.0,10.0,16.0,30.0,30.0,45.0,23.0,67.0,59.0,29.0,34.0,53.0,61.0,14.0,2.0,6.0,9.0,11.0,6.0,7.0,8.0,20.0,8.0,19.0,18.0,21.0,13.0,48.0,32.0
2947,14,75517717,75518224,0.079,18.0,16.0,26.0,24.0,7.0,19.0,25.0,29.0,26.0,16.0,51.0,62.0,33.0,29.0,54.0,71.0,16.0,4.0,5.0,5.0,5.0,4.0,9.0,14.0,7.0,4.0,23.0,19.0,23.0,20.0,31.0,22.0
2948,14,75535825,75536376,0.032,29.0,4.0,51.0,22.0,5.0,16.0,26.0,24.0,32.0,20.0,55.0,77.0,40.0,31.0,53.0,65.0,20.0,2.0,12.0,6.0,0.0,14.0,5.0,15.0,16.0,12.0,14.0,43.0,31.0,9.0,37.0,34.0
2949,14,75593293,75594011,0.033,24.0,11.0,38.0,30.0,14.0,20.0,38.0,43.0,39.0,30.0,85.0,89.0,26.0,54.0,83.0,93.0,9.0,2.0,8.0,23.0,4.0,16.0,12.0,22.0,11.0,14.0,18.0,34.0,14.0,53.0,38.0,40.0
2950,14,75642864,75643376,0.04,25.0,9.0,32.0,33.0,5.0,10.0,26.0,28.0,34.0,18.0,52.0,52.0,35.0,32.0,47.0,73.0,3.0,4.0,9.0,10.0,1.0,4.0,4.0,2.0,8.0,12.0,9.0,20.0,15.0,3.0,17.0,24.0
2951,14,75725748,75726029,0.048,11.0,8.0,13.0,13.0,6.0,11.0,17.0,23.0,12.0,19.0,29.0,27.0,16.0,19.0,29.0,27.0,12.0,2.0,2.0,2.0,0.0,2.0,2.0,11.0,4.0,10.0,4.0,6.0,5.0,9.0,16.0,13.0
2952,14,75760750,75761214,0.127,4.0,3.0,26.0,18.0,5.0,16.0,21.0,28.0,17.0,19.0,49.0,60.0,25.0,32.0,50.0,90.0,2.0,1.0,1.0,1.0,6.0,11.0,11.0,22.0,9.0,8.0,11.0,46.0,8.0,9.0,26.0,27.0
2953,14,76012830,76013204,0.719,10.0,5.0,37.0,24.0,3.0,6.0,23.0,19.0,30.0,16.0,32.0,41.0,33.0,24.0,28.0,42.0,0.0,0.0,3.0,4.0,0.0,2.0,2.0,7.0,16.0,3.0,6.0,12.0,22.0,20.0,35.0,9.0
2954,14,76044590,76045102,0.018,23.0,12.0,37.0,19.0,5.0,17.0,36.0,16.0,37.0,22.0,102.0,60.0,26.0,23.0,47.0,29.0,5.0,4.0,8.0,6.0,0.0,7.0,18.0,2.0,3.0,4.0,14.0,14.0,18.0,14.0,19.0,8.0
2955,14,76127255,76127914,0.048,36.0,10.0,48.0,21.0,16.0,28.0,38.0,37.0,40.0,33.0,71.0,77.0,23.0,48.0,65.0,67.0,18.0,2.0,18.0,3.0,9.0,3.0,18.0,22.0,33.0,3.0,30.0,21.0,23.0,39.0,26.0,31.0
2956,14,76448623,76449389,0.058,22.0,13.0,63.0,16.0,5.0,16.0,29.0,58.0,52.0,31.0,109.0,88.0,35.0,48.0,80.0,100.0,6.0,4.0,10.0,5.0,0.0,0.0,0.0,19.0,8.0,5.0,6.0,21.0,19.0,9.0,35.0,24.0
2957,14,76452079,76452542,0.075,15.0,9.0,35.0,18.0,7.0,26.0,22.0,28.0,35.0,18.0,60.0,44.0,20.0,30.0,41.0,54.0,2.0,1.0,14.0,6.0,9.0,6.0,6.0,4.0,7.0,3.0,22.0,3.0,4.0,20.0,19.0,37.0
2958,14,76618138,76618452,0.041,13.0,4.0,28.0,9.0,3.0,4.0,20.0,10.0,21.0,17.0,57.0,36.0,17.0,12.0,27.0,35.0,9.0,1.0,21.0,0.0,0.0,2.0,1.0,3.0,10.0,3.0,16.0,13.0,12.0,15.0,10.0,13.0
2959,14,76819145,76819379,0.075,3.0,2.0,9.0,14.0,2.0,6.0,7.0,20.0,7.0,7.0,19.0,33.0,16.0,20.0,32.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,8.0,10.0,4.0,6.0,35.0,10.0
2960,14,77242310,77242625,0.962,8.0,6.0,21.0,18.0,3.0,4.0,26.0,14.0,23.0,15.0,29.0,46.0,19.0,22.0,38.0,22.0,0.0,0.0,6.0,6.0,1.0,0.0,3.0,4.0,6.0,3.0,6.0,15.0,17.0,7.0,22.0,3.0
